description,house_rules,picture_url,user_id,latitude,longitude,max_occupancy,num_bathrooms,num_bedrooms,num_beds,price
Confortable and cozy. Amazing memory foam mattress. Room is small but has closet available. Perfect  location to explore NYC by foot. Walk distance to many of Manhattan main sightseeing  attractions    The apartment has a kitchen and two bedrooms one with a full size bed and one with a queen lofted bed.  There are huge windows which provide great sun light! The shower and sink are inside the apartment and the toilet is conveniently located outside the apt in the hallway and is exclusively for the use of this apt.  The kitchen is equipped with a stove silverware microwave coffee maker blender two Televisions two Air Conditioners and a very comfy leather sofa.  There is a fast connection to the internet with WIFI throughout. The kitchen can be used to cook breakfast only and is available to eat lunch and dinner but not to cook these meals in.  However the Microwave is always available! The apartment is in New York City\s Best Location right in the heart of it all only step,Guest must be mindful of the other person staying in the apt keeping it neat all the  time and also making as little noise as possible when coming in or out the apt  after silent hour. Organic trash must be taken out every day to avoid proliferation of bugs and insects. Trash can is right down stairs in the way out of the apt what makes it easy to do. Guest are NOT allowed to bring guests to the apt,https://a0.muscache.com/im/pictures/41066384/5d5858d2_original.jpg?aki_policy=large,95,40.75527,-73.99291,1,0.5,1,1,$59.00 
rent a room in a brick house rather than just an apartment... large (22\ x 18\) furnished room available in 4 br/2ba 3+ floor brownstone on vibrant safe landmark block of clinton hill brooklyn 2 blocks from pratt institute around the corner form the g-train @ clinton-washington and 3 blocks from the c-train @ clinton-washington 2 blocks from dekalb avenue restaurant and services and 2 blocks from choice market 12 min walk to fort greene park 15 min walk to BAM (brooklyn academy of music)  bedroom furnished with a double/full size bed wardrobe closet two chest of drawers nightstand ceiling fan and a sofa that opens to a full size bed includes all utilities as well as wireless internet washer/dryer and every other week cleaning service of common areas.  bedroom is on the top floor of the house (each bedroom is on its own floor) and features wood flooring and two windows that face a courtyard and get a nice amount of light house features a large eat in kitchen with a cafe table ,bring good energy no wearing of shoes in the house clean up after yourself no smoking inside no pets,https://a0.muscache.com/im/pictures/83e68394-bca1-4172-b959-f8094bad833f.jpg?aki_policy=large,96,40.68698,-73.96572,3,1,1,2,$125.00 
PLEASE CONTACT ME BEFORE YOU BOOK. THANK YOU. I AM A LITTLE FLEXIBLE WITH DAYS EITHER SIDE OF THE DATES  ON THE CALENDAR.....  Sunny two room apartment with beautiful wood floors. There is also  a kitchen area  and additional sleeping area . $135 per night for ONE but it can sleep two as there is a queen size bed. Situated just off  pretty Thompkins Square Park in the East Village. Lots of  cute shops restaurants (specializing in gourmet and international cuisines) cinemascoffee shops jazz clubs and bars in the area. 10 minute walk to Union SQ. My cosy home has Wi-Fi (but its slow!)  fan/airconditioner heat towels and  linens. NO TV!  I prefer ONE person but two may be possible ( bed is queen size) Subway 6 F L N R  close. M8 crosstown bus stops outside on weekdays. Easy access to all major attractions in the city. The apartment is on the  top (fourth) floor walk up and the building has a back garden.  THIS IS FOR THE WHOLE APARTMENT  NO LIFT IN BUILDING NO SMOKING HOUSE,Pleas only use items indicated for use.  This  is a quiet building so no parties. No  smoking,https://a0.muscache.com/im/pictures/1148237/b28e5054_original.jpg?aki_policy=large,97,40.7288,-73.98192,1,1,1,1,$140.00 
PLEASE INQUIRE BEFORE BOOKING! A private \Studio Plus\ apt. that\s cozy and light in Brooklyn\s best area. Includes utilities cable TV Wifi computer fully stocked kitchen and more.  We rent the space monthly and prefer guests to book from the 1st of the month to the end of the month (or multiple full months). However depending on circumstances it may be possible to check in or out in the middle of any given month. PLEASE DO NOT BOOK WITHOUT FIRST INQUIRING about details and possibilities! Dear Guests We are a Green Guest House. We cater to the chemically sensitive allergic and/or environmentally concerned guest. We recycle and use resources responsibly.  Our guest house is a one flight walk up. It is a private apartment in our 2-family home. The unit is not shared with any other guests. We are frequently available to answer questions give directions/advice and even act as \concierge\. The space consists of a full kitchen bathroom with shower and claw foot bathtub living roo,Pricing is increased after 2 adults but is negotiable for stays a week or more. Children 12 and under are free. We try to keep our rate affordable by not charging a cleaning fee. Due to this we ask that all guests wash their own dishes and do their best to treat the apartment as they would their own home. There is absolutely no smoking no loud parties and no pets allowed.,https://a0.muscache.com/im/pictures/513490/ccd04024_original.jpg?aki_policy=large,98,40.66853,-73.98912,3,1,1,1,$90.00 
***PLEASE DO NOT MAKE RESERVATION REQUEST UNTIL I CONFIRM AVAILABILITY!!!!*** NO CHECK-IN on weekends  (Sat or Sun) during the Summer (May-Sep). Please read details below in the description  for information on my apartment and what is included BEFORE you make a Reservation Request! ***PLEASE DO NOT MAKE RESERVATION REQUEST UNTIL I CONFIRM AVAILABILITY!!!!*** SUMMER MONTHS: May thru Sept NO Check ins on Saturdays or Sundays (occasionally I can do a late night Sunday check in in the evening). 2 night minimum stay unless only 1 is available and I\m around for a check in.  Included: Full use of a private apartment (no other guests) use of my 2 Bedroom 2 full bath Duplex Apt with private outdoor patios and roof deck (shared with all tenants in building).  Cleaning (but clean up after yourself when using common areas) WiFi + Cable TV  Fresh linens + towels Breakfast Stuff (coffee/tea bread juice etc.) This is for a bedrooms in a Duplex apartment in the East Village. Perfect for 2 cou,No children. If you have children please look at my \BEST WESTON - East Village\ listing.  Please keep noise down after midnight during the week. There are full time resident neighbors who live here permanently and work Monday thru Friday.  Clean kitchen after use. Should you be inclined to use your culinary skills it is required you leave the kitchen as you find it. There is a dishwasher (a.k.a. a dirty dish storage unit) to put the stuff you use after you eat or drink. If you break something you bought it. Check out is 12 Noon to 3 PM. Extra charges may apply if late checkout. Guests who are brought over and stay the night may be subject to $ 25 extra person fee.,https://a0.muscache.com/im/pictures/70133ece-9f15-45db-bbb5-086d9c6af7b2.jpg?aki_policy=large,99,40.7254,-73.98157,6,2,2,4,$350.00 
Sweet family home right in the heart of Williamsburg Brooklyn.  Just a few steps from the Bedford Avenue \L\ train.  One train stop from Manhattan\s East Village.  Great for families.. Kids welcome.  1st floor has an eat in kitchen living room and half bathroom.  2nd floor has 3 bedrooms and bathroom with bathtub and separate shower.  One king size bed in the large rear bedroom.  Full (double) bed in the medium size front bedroom. The small front bedroom has a twin bed. A fourth single (twin) mattress which can be pulled to the floor can be found in the medium size bedroom closet. All the beds are really comfortable. All bedding linens towels included. Classic Brooklyn front stoop.  Beautiful sunny sometimes lightly shared garden.  24 hour health food store next door.  New! - East River Ferry service is three blocks away. Also new down at the riverfront park 2½ blocks away: A Saturday outdoor food market. and a Sunday flea market. Laundry Mat at corner of N7th and Berry! Inc,No smoking indoors. We think geographically!  Please tell us where you are from.,https://a0.muscache.com/im/pictures/1691461/8c482950_original.jpg?aki_policy=large,100,40.71942,-73.95748,6,1.5,3,4,$325.00 
Our clean quiet two bedroom apartment is very family friendly and ideally located in the heart of the Upper West Side. Enjoy the private terrace off the master bedroom and easy access to major subway lines/buses. Lots of great shops/restaurants/cafés close by. SPACIOUS 2-BEDROOM MANHATTAN APARTMENT—IDEAL LOCATION! (Note: The cancellations in 2018 were due to an illness in our family that made it not possible for us to travel.) Our charming quiet Upper West Side brownstone apartment is in the heart of the West 70s half a block from Central Park and the famous Dakota on the Upper West Side.  Our apartment sleeps up to three adults but is ideal for a couple or a family with children. We have a queen-size bed a twin loft bed for two children and a full-size sofa in case you have a teenager or additional adult family member. The apartment is on the fourth floor (there is no elevator/lift) of a charming townhouse and features a comfortable living room one and a half bathrooms a full,No smoking parties or pets please. Please be respectful of the neighbors.,https://a0.muscache.com/im/pictures/72819828/7b4ee944_original.jpg?aki_policy=large,101,40.77823,-73.97637,4,1.5,2,3,$235.00 
19th Cent Brownstone Friendly building Excellent neighborhood w/ great restaurants all around and SAFE at all hours! 3 subway lines within 3 blocks (ACE; 123; NRQW) - Anywhere in the city in minutes. Walking distance to Broadway shows Time Square Madison Square Garden Macy\s and the HIGHLINE PARK is 1 block away!: (website hidden) and  West Chelsea Art Gallery District: (website hidden) All new towels and linens provided. nternet TV Air Conditioning Kitchen Laundry,Non-smokers only security deposit required no disturbing other tenants - security deposit will be forfeited.,https://a0.muscache.com/im/pictures/150694/04f22b73_original.jpg?aki_policy=large,102,40.74968,-74.00052,4,1,1,3,$150.00 
**SEND MESSAGE BEFORE BOOKING! I need to confirm availability and please include exact dates and information about you/group. (Click CONTACT HOST not REQUEST TO BOOK)  ***PLEASE DO NOT MAKE RESERVATION REQUEST UNTIL I CONFIRM AVAILABILITY!!!!*** Please read this full description and send info about your group (family/friends/age group + reason for visit in NYC).  Large quiet 1BR apartment (that sleeps 3-4 people) with outdoor patio in 24hr doorman building in the heart of the East Village! ***PLEASE DO NOT MAKE RESERVATION REQUEST UNTIL I CONFIRM AVAILABILITY!!!!***     Send Message first (Click CONTACT HOST not REQUEST TO BOOK). Please read this full description to answer your questions you may have. THE DESCRIPTION: This spacious apt in the East Village would be perfect for a couple 3 adults or small family (4 people maximum if family) who want to experience living in a fantastic apartment in NYC while saving a few bucks from pricey NYC hotels that are located in the heart of the,Keep noise down after midnight during the week. There are full time resident neighbors who live here permanently and work Monday thru Friday.  If you break something you bought it. Flexible CHECK IN / OUT. It all depends on whether guests are checking in or out the day you arrive/leave. Normally if people are checking in the day you are leaving you must check out by 12 Noon but you may keep your luggage safely stored until your flight leaves. If guests are checking out the day you check in the house cleaner comes at 9 am or 12 noon so depending on when the previous guest is leaving the place will be ready either @ 12 noon or 3 pm at the latest. If there are no guests checking in the day you are leaving you may check out whenever you wish. Guests who are brought over and stay the night may be subject to $ 30 extra person fee. Smoke cigarettes OUTSIDE on the patios please!,https://a0.muscache.com/im/pictures/c2fe4121-42fb-46b9-b4e5-2570cbb37519.jpg?aki_policy=large,103,40.72555,-73.97965,4,1,1,3,$225.00 
Create a memorable vacation or business trip by staying at this clean comfortable private bedroom and living room in a family-friendly Park Slope. The duplex is walking distance to many restaurants bars stores and Prospect Park. And a 20-minute train ride to Manhattan makes it ideal to have it all. Three items my  guests love about my home are:  - Spacious and Clean - You can read all the previous reviews of how clean and spacious the private bedroom and living room are. - Comfortable bed - Most of my guests comment on the good night’s sleep they have. -Attention to detail - I have been hosting since 2010. Yes before Airbnb was a verb and I try to think of your traveling needs. Guests love my guide book and mention it in their reviews.  Two items my guests sometimes wish was different: - Shared home -  I\ll be your roommate during your trip I work from home and there is no private bathroom. But the duplex has two bathrooms. Between you having your own private entrance and your ,My rules are simple: • Please note every human in your group must be included in the guest numbers so I don\t exceed my maximum capacity of 4 people.  I do not have a \children stay free\ policy. Every person in your group must be included in the guest numbers regardless of age. My policy is that guests of any age are charged the same. Therefore Airbnb\s system will not calculate the correct guest numbers and accommodation fee when they\re under 2\s included. To manually override this enter children under 2 as though they were in the 2-12 category. This will make sure you know exactly what you\ll be charged BEFORE you book. • No pets - sorry fido has to stay home • No parties no outside visitors or overnight guests without previous approval from your host. • Do not engage in illegal activities anywhere on the property. • If you break or damage something please let me know and arrange for its replacement or repair. • Do not leave any food out that will attract uninvited pests. Our ho,https://a0.muscache.com/im/pictures/cfed0fc3-7813-4748-bf47-544c59ed4f65.jpg?aki_policy=large,104,40.66831,-73.98604,2,2,1,2,$99.00 
The apartment is approx (Phone number hidden by Airbnb) square feet.  It\s decorated with comfortable clean and tasteful furnishings.  The apartment is conveniently located to the 1  A B C and D subways and M (Phone number hidden by Airbnb) buses. Great restaurants and lots of green spaces A luxury 1 and 1/2 bedroom 1 bath apartment in the center of Harlem\s Sugar Hill with private entrance on 147th Street and backyard patio.   It is fully furnished with the latest appliances and amenities including flat screen TV with cable WIFI stove/oven with warmer side-by-side refrigerator-freezer dishwasher private washer & dryer in the apartment coffer/espresso makers microwave blender fully furnished kitchen for meals and entertaining (plates glasses cultery cups saucers pots & pans etc).  It also has lots of storage space. It can easily accommodate up to 6 persons with its queen sized bed in the bedroom queen sized sofa bed in the living room and sufficient space to use t,No Smoking.   No Drinking for persons under 21.  No Pets.  No overnight guest beyond confirmed guest list.,https://a0.muscache.com/im/pictures/45f1bf1b-3239-4120-b2af-74a7b5ee3f65.jpg?aki_policy=large,105,40.82754,-73.94919,6,1,1,1,$170.00 
Spacious 3000 sq ft triplex with backyard renovated kitchen jacuzzi sauna steam bath. Can sleep comfortably up to 8. Around the corner from the F subway which brings you to Manhattan in 20 minutes. Very safe area close to Prospect Park and the shops and restaurants of Park Slope.,,https://a0.muscache.com/im/pictures/3545246/bd5a79f2_original.jpg?aki_policy=large,106,40.66499,-73.97925,9,1.5,2,6,$400.00 
This 5th floor apartment is in a town house  ready to host business and leisure travelers.  Wifi cableTV and music system. There is a sofabed in the bedroom & the livingroom. The kitchen is small but fully equipped and functional. The bathroom has a shower and a bath tub. The apartment has unique artworks & has a european & minimal atmosphere. The wonderful charm of this place is the terrace You can have meals and drinks there surrounded by plants trees in terra-cotta pots. Cleaning is included!,Maximum 3 personnes sleeping in the apartment.,https://a0.muscache.com/im/pictures/154961/da2ba16b_original.jpg?aki_policy=large,107,40.77842,-73.97556,2,1,1,2,$170.00 
Sorry this listing is no longer available.,No indoor smokers please (nothing personal I have bad allergies),https://a0.muscache.com/im/pictures/2125269/6f827785_original.jpg?aki_policy=large,108,40.72245,-73.98527,3,1,,2,$100.00 
This Northside Williamsburg apartment is in The Austin Nichols & Co. landmark building a commercial warehouse newly renovated into loft apartments.  It has high ceilings wood floors spectacular views.  Ideal location.  This Northside Williamsburg apartment is in The Austin Nichols & Co. landmark building originally a commercial warehouse now newly renovated into loft apartments.  It retains it\s original beautiful cement columns and high ceilings adding teak wood floors and a modern kitchen and bath.  Ideal location in Williamsburg.  East River Ferry and Waterfront Boardwalk are literally at the doorstep.   There are sensational sunset views looking both south and west over the East River with views of the Brooklyn Bridge Manhattan Bridge and Williamsburg Bridge.  The views from the roof deck are the best I\ve ever seen in the city.  :) The apartment is open airy comfortable tons of direct light.  You can hear water on shores of the river just outside.   Granite kitchen count,A copy of passport & drivers license are required upon check-in and returned upon departure.,https://a0.muscache.com/im/pictures/882077/4324440b_original.jpg?aki_policy=large,109,40.71923,-73.96468,2,1,1,1,$90.00 
Recently renovated Studio Approximately 400 square feet + a sunroom about 100 sqf Sleeps 4 has a private garden approximately 100 square feet. Building: On the Upper East Side this New York apartment is located on the ground floor of a five-story building. Size: Studio Approximately 400 square feet + a sunroom about 100 sqf Sleeps 4 has a private garden approximately 400 square feet. Building: On the Upper East Side this New York apartment is located on the ground floor of a five-story building. The studio faces south and is extremely quiet. The building dates from the 1880\s and is located on 88th street. Security is good: front door is kept locked and entry is with your own key or for visitors there is an intercom system. There is as coin-operated laundry in the basement. Interior: Bright and airy studio it has high ceilings and wood floors. Overall the place has a comfortable relaxing atmosphere. It can sleep a couple with two children or two adult couples.  Modern comfor,No smoking no parties no pets preferably no fried food there is no exhaust in the kitchen. It is my home so please return it as you receive it. I can be flexible at times with an arrival day 1 day earlier or later.,https://a0.muscache.com/im/pictures/f8178204-d084-4f26-bb43-905b6606d44f.jpg?aki_policy=large,110,40.778,-73.94822,4,1,1,2,$150.00 
Private Rooms for Rent (Phone number hidden by Airbnb) EVERYTHING IS INCLUDED!!! JUST BRING YOUR CLOTHES.  $70 Low monthly rental rate  I offer a lovely furnished private rooms with full kitchen and bathroom in a brand new home for male or female. Perfect for travelers students international guests.  Included:  All Utilities  Comfortable bed Fine linens soaps and towels Fully equipped Kitchen and bath  All Rooms are extremely Clean and large  TV High speed internet cable   Wireless internet  Housekeeping   Access to Rooftop Laundry room on premises  Great location: Franklin Avenue in Downtown Brooklyn. Diverse neighborhood. Clean and Safe area. Two blocks from the A C and Shuttle train to the B Q. Quick stops to Manhattan. Close to shopping area.   Clinton Hill Everything in the apartment. A C train is two blocks away with quick and easy access to Manhattan.,Respect the home and the neighborhood.,https://a0.muscache.com/im/pictures/16335881/5b17611e_original.jpg?aki_policy=large,111,40.68332,-73.9547,2,1,1,1,$70.00 
This huge one bedroom apartment is located on West (website hidden). in Harlem an area in Northern Manhattan that is rich in culture and tradition. It has a huge bedroom which holds 2 full size beds 3 large closets one which is a walk-in  a futon in the living room which can also accommodate 2 more people. Wifi Ac included.  There is an eat-in kitchen with 4 barstoolsand all the accommodations for a functioning kitchen:  Stove refrigerator microwave dishes coffee maker including coffee.  Complete bathroom with shower and tub towels and linens are all provided. This home can also be rented on a monthly basis. Here are a list of a few of the many cool restaurants and bars in the area. 1.  Island Restaurant 2.  Red Rooster (Restaurant/ live Music) 3.  Zoma Tavern (Beer Garden / Restaurant) 4.  67 Orange street ( Speak Easy Bar) 5.  WXYZ Lounge @ the Aloft hotel(Bar/pool table) 6.  L Lounge (Lounge (Lounge/Bar) 7.  Cove Lounge (Restaurant/Lounge) 8.  Lenox Lounge (Live music/Bar),No Smoking. No Loud Music. Flat fee of $85 cleaning fee One month or longer cleaning fee will $100.00 per month included with transaction via (website hidden) upon request of $25.00 per day. When entering or exiting apartment make sure all doors are shut behind you. If a guest is not listed on the itinerary they should not take up occupancy. No additional  guest without confirmation. If additional guest is found without confirmation confirmed guest or guests will have an immediate eviction. .,https://a0.muscache.com/im/pictures/91235294/f5fd14aa_original.jpg?aki_policy=large,112,40.81618,-73.94894,4,1,1,3,$66.00 
I currently (as of May 13 2019) have memberships you are welcome to use to: • The Whitney Museum (would cost $25/person) • The American Museum of Natural History ($23/person) • Brooklyn Museum ($16/person) • Brooklyn Botanic Garden ($15/person) • The Met ($25/person) • The Guggenheim ($15/person - temporarily reduced during exhibition change 5/24 price $25/person) • MoMA ($25/person) Using all passes for 2 people would save you a minimum of $288 I am located in beautiful Clinton Hill Brooklyn. The \C\ train (10 minutes to Lower Manhattan) is a 1/2  block from the building. The \G\ train (for traveling between Brooklyn &  Queens) is 3 blocks away. The stop for both is the Clinton-Washington stop. At a leisurely pace I am a 15 minute walk from the 234 & 5 trains and the Brooklyn Museum on Eastern Parkway. About another 5 minutes of walking to Prospect Park. About a 10 minute walk from Fort Greene Park. The same for restaurants bars and shopping in the area. Short train rides to Man,We would hope you come to NYC enjoy your stay and tell your friends about the wonderful place you stayed at! While I consider the apartment suitable for children up to 12 please contact me before you book so I can talk to you about the room and potential sleeping arrangements.  Please remove shoes when inside the apartment. No pets. NO SMOKING. Other than that it\s about common courtesy! If you use the kitchen clean up like it was your home be quiet coming in late or leaving early. Again thank you for taking the time to check out this listing!,https://a0.muscache.com/im/pictures/785872/c17589e2_original.jpg?aki_policy=large,113,40.68414,-73.96351,2,1,1,1,$89.00 
Modern 1 bedroom apartment with stylish Scandinavian decor. Perfectly & conveniently located in Manhattan\s desirable NoHo district. Apartment: Spacious and sleek 1 bedroom apartment in a walk-up brownstone building. The apartment has a modern contemporary look with Scandinavian furniture simple and inviting. Lots of sun light. Newly renovated bathroom with separate shower with subway tiles. Brand new kitchen with stainless steel appliances. Hardwood floors throughout the home. Super fast 150 mbps WIFI large wall mounted flat screen LED TV Apple TV and Sonos sound system in all rooms! Large & very comfortable Queen sized eco-friendly double bed with memory mattress. Extra pillows are available for your comfort. The apartment is ideal for two people. It has the option of accomodating a third person on the sofa in the living room. This is normal sofa where the back cushions can be removed and made wider. The living room faces the street and sounds of the city are more obvious compared,CHECK-IN IS POSSIBLE BETWEEN 5PM - 12AM.  PLEASE NOTE THAT I ALWAYS LIKE TO CALL MY GUESTS PRIOR TO THEIR ARRIVAL TO GO OVER POTENTIAL QUESTIONS & CONCERNS FOR BOTH THE GUESTS AND HOST.,https://a0.muscache.com/im/pictures/d670b401-5ce5-4648-889f-a24f5a7483c0.jpg?aki_policy=large,114,40.72392,-73.99143,3,1,1,1,$185.00 
Housed in a converted factory loft Mothership NYC is a combined live-work space and presentation arena for international artists across multiple disciplines in the happening Greenpoint neighborhood of Brooklyn. Our permanent crew consists of three female creatives (30+ years old) and a cat. Our guestroom is tiny and bare bones:  a converted walk-in closet (9’ by 8’ with 11-foot ceilings) it is equipped with a single loft bed a double floor mattress that folds up to serve as a love seat desk/chair a dresser and clothing racks/shelves. Its internal window overlooks the living room. The top shelves inside the room hold storage items. Since the room only has a single regular bed it is best suited for one person. However we can also accommodate a couple on the foldout mattress on the floor. In short you will only have a minimum amount of private space but you are of course welcome to use the communal areas of the loft too. There are two shared bathrooms in the house WiFi centr,,https://a0.muscache.com/im/pictures/70225103/159d7850_original.jpg?aki_policy=large,115,40.73494,-73.9503,2,2,1,1,$50.00 
The bedroom is set up completely for you. Second room is mine And is closed when I am not home. The apartment is very quiet and cozy has 9ft ceiling and facing backyard. This is a small intimate building so I\m looking for a quiet friendly people coming to explore New York business or to study but traveling light. Apartment is very clean and quiet. Location is truly amazing Columbus Circle and Central Park. I don\t normally stay there but keep my room/living room locked for my self. When I am home we will be sharing the bathroom which never has been a problem for any one before. I’m very friendly but private and respect full cost.  Fully furnished private large bedroom with brand new very comfortable queen size bed. Just like a hotel room with all the linens and towels.. Large eating-in-kitchen with all dishes microwave toaster... 3 flights easy walk-up in five-stories brownstone bldg. Location: The apartment is right behind Time Warner Center on Columbus Circle. A block,* Picture ID is required upon arrival. * I meet my guests upon their arrival in the apartment to welcome them and help to get oriented in the apartment and aria. * Please tell me where you are coming from and a reason for your visit to NYC at the time of your request. If possible provide me with your arrival and departure time. * Landry is across a street not in the building. Its open from 7am to 7pm. DROP OFF business you can get you cloth back the same day or next morning. Price is the same as you would pay to do it your self; here you actually don\t need to spend your time doing it. * No smoking  * No pets,https://a0.muscache.com/im/pictures/32ad29f2-419b-4c77-aec6-92064b7eb079.jpg?aki_policy=large,116,40.76754,-73.98399,2,1,1,1,$130.00 
Wonderfully bright nicely furnished 400-square-foot West Village studio in an elevator building on one of the best blocks in Manhattan. I\ve lived here for a long time and I still love coming home to this space. Just out the door are many of New York\s best bars and restaurants and prettiest streets. Inside is a peaceful haven from the city with high ceilings windows in the main bed/living room kitchen and (Website hidden by Airbnb) is here to help you enjoy an amazing visit to this city! I\ve lived in this apartment for a while and I think it\s an amazing place to stay: It gets tons of light from windows in the main room kitchen area and bathroom has enough space for 1 person or a couple and is in a location that is convenient to many subway lines (minutes walk to the 1239 and ACE BDFV subway lines). You will be surrounded by the best bars and restaurants in New York and enjoy great furnishings and appliances inside (Roche-Bobois couch Ekornes Chair Big Panasonic ,No smoking no parties no loud or excessive noise.,https://a0.muscache.com/im/pictures/70290811/e989b72a_original.jpg?aki_policy=large,117,40.73442,-74.00303,2,1,0,1,$115.00 
Come and Stay in a warm and nurturing environment in Brooklyn.  Perfect for responsible artists or Family looking for space to create and rest. I would love to offer our home to an honest clean respectful individual or couple for short term and long term stays. Our home is our temple and you will feel this one you step in the doors.   This is Beautiful House has  2 bedrooms Healing Temple Room Spacious living room with Den and Library and Dining room. The kitchen is fully functioning with a table for meals and spices pots and  dishes for respectful use. Your room:  Sunny and spacious this is the perfect place to work or rest. There is a spacious closet and plenty of drawer space where you can store your things. Everyone who lives in this house is really cool and share the backyard.    A huge gift is the laundry in the basement and lovely  garden in back where you can hang on listen to the birds while enjoying your meals or simply relaxing.  This is a pretty sweet and quiet neighbo,Our place is a sanctuary please treat it with respect Please do not leave rotten food in the fridge. If you are going to cook meat please bring and use your own pans as we are vegetarians. We recycle so please sort your trash. We use only Organic cleaning products in our home please respect this. Do not use our home phone.  It is only for the internet any charges will be your responsibility. Just for today do not worry. Just for today do not anger. Honor your parents teachers and elders. Earn your living honestly. Show gratitude to everything. Dr. Mikao Usui,https://a0.muscache.com/im/pictures/74729149/1220c9a8_original.jpg?aki_policy=large,118,40.63188,-73.93248,2,1,3,1,$77.00 
Sunny master bedroom with own private bathroom in brownstone duplex in Clinton Hill Brooklyn. There is also a private deck adjoining the bedroom. The bedroom has a queen-sized bed and the bathroom has a clawfoot tub and double tempered glass sinks.   The bedroom is 15\x17\and air-conditioned.  Fiber-optic Wi-Fi is available from anywhere within the apartment. There is a chef\s kitchen downstairs that is shared with two other people.  There is a French gourmet deli on the corner which is kind of pricey but is very good. There are also many restaurants in the area many of which are located on DeKalb Ave.  G train to Clinton/Washington two blocks away.  Forty minutes from Central Park and  Times Sq. 30 minutes from Greenwich Village/NYU a 20-minute walk to Brooklyn Museum or Brooklyn Academy of Music and a 25-minute walk to Prospect Park.  Very close to Fort Greene Williamsburg Barclays Stadium The Brooklyn Flea and Pratt.  Also the house is along the route of the NYC Marathon,Air conditioning is for comfortable sleeping at nights and is allowed for 12 hrs each day which is more than enough time to sleep wake up and get dressed comfortably. Smoking allowed OUTSIDE on the deck,https://a0.muscache.com/im/pictures/619793/f15e3181_original.jpg?aki_policy=large,119,40.68818,-73.96383,2,1,1,1,$76.00 
Experience brownstone living with our spacious bright top floor two bedroom apartment on this historic block in Bed-Stuy. The apartment is the perfect place for anyone to feel at home when visiting New York City. There are two bedrooms with one queen sized bed and one full size bed. The bedrooms are right next to each other with a dividing door for privacy. Large windows throughout the apartment fill the bedroom and living rooms with light. The apartment has a spacious kitchen that is great for cooking  on a night in. The living room is large and great to lounge and relax in.  The apartment is 7 minutes away from the A/C train one of the most accessible and easily transferred to/from trains. The A train is 3 stops and 15 minutes away from downtown Brooklyn and 5 stops and 25 minutes from lower Manhattan. From the train you can get to all of NYCs major dining leisure arts entertainment and sports. Our street has free alternate parking and there is parking usually available on our,,https://a0.muscache.com/im/pictures/448528/b975edd4_original.jpg?aki_policy=large,120,40.68296,-73.93662,4,1,2,2,$125.00 
Spacious studio in one of the city’s best neighborhoods! Convenient to transportation great restaurants zoo museum parks theater and cinema plus shopping. You’ll love it here! We are offering the entire bottom level of our spacious garden duplex apartment.  The generous beautifully appointed studio space (550 sq. feet)  is located in a prime safe and very convenient area of Brooklyn on a quiet tree-lined street.   Our location in the lovely neighborhood of Fort Greene/Clinton Hill is just a short 12 minute ride from Manhattan. We are located 2 blocks from the C and G trains at Clinton/Washington and an 7 minute walk to the 2345NRand D trains and LIRR (which can take you to the Long Island/Queens beaches) at Atlantic Terminal.  We are a 3 mile walk across either the Brooklyn or Manhattan Bridge to Manhattan and only 11 miles from both major airports. This unique neighborhood offers everything for both the modern family and the modern hipster. We are within close and co,* Absolutely no smoking anywhere on the grounds or in the apartment.  Failure to comply will result in forfeiture of the security deposit in total. * We are pork-free household * Dogs are allowed on a case by case basis and with  additional fee starting at $150 (sorry no cats) * Entertaining must be pre-approved * Enjoy the city!,https://a0.muscache.com/im/pictures/667718/7eeb8318_original.jpg?aki_policy=large,121,40.68513,-73.96648,3,1.5,1,2,$135.00 
This North Williamsburg duplex is wonderfully situated (a view of the Manhattan skyline sparkling behind neighborhood rooftops ) and cozy comfortable and unique. Artist-owned featuring original aesthetics art books and vintage furniture. There\s a private rooftop deck and a private balcony. Cool restaurants cafes bars parks & shopping nearby. Very centrally located 2 train stops from Manhattan a few minutes from the Lorimer L/Metropolitan G train and several bus lines. Spacious sunny comfortable and unique 1 BR+ modern duplex w/ 2nd floor mezzanine bedroom and bright office/studio balcony and private rooftop deck in central Williamsburg Brooklyn. Ideal for a couple visiting parents tourists. Also perfect as a creative retreat for a writer filmmaker etc.  Floor to ceiling windows central air security system fast wireless internet filtered water. New modern kitchen. Mid-century vintage furniture books contemporary art & photography decorate the place. Fresh towels ,Please return apartment to the exact condition you found it. Any broken or missing objects must be refunded.  Apartment must be cared for responsibly as a home not an object. (i.e. in your own home you\d be sure to close windows if you thought it was going to rain).  Apartment must remain secure. All doors and windows locked when you are not home.  NO guests parties social events. Contract and references requested please.,https://a0.muscache.com/im/pictures/d63df695-8b49-43c3-aa0f-1b9957d40806.jpg?aki_policy=large,122,40.71561,-73.94835,3,1.5,1,1,$199.00 
